event_id,timestamp_utc,app_name,service_name,environment,region,tenant_id,trace_id,span_id,correlation_id,user_id,account_id,session_id,device_id,source_ip,source_country,asn,user_agent,http_method,endpoint,query_string,request_body,request_bytes,latency_ms,response_code,response_bytes,detected_by,waf_rule_id,action,severity,confidence,is_nosql_injection,injection_type,target_field,attack_stage,threat_actor_tag,risk_tier,case_id,mitre_attack_technique,notes,geo_lat,geo_lon,rate_limited,pii_exposure_risk,blockchain_platform,channel_or_network,ledger_committed,tx_hash,block_height,block_hash,smart_contract,contract_function,onchain_event_type
8aa17e70-c6fa-4348-8202-be97e51105df,2026-02-23T06:01:17Z,merchant-api,ledger-reader,prod,eu-west-1,t_3,ae0aee34-cb8b-42e2-9acb-cae852b17836,spn_dk6c0k9a3mfa,03a290f8-6fdd-4bbf-a82f-6f88f65dad25,,,,dev_78cmi3625u,11.234.105.56,CN,20940,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,GET,/api/v1/users/search,q=status%3AOK,,484,294,429,3552,siem,,ALLOW,info,0.35,0,,,,legit_user,low,,,,-39.854348,-67.711355,0,0,Quorum,payments,0,,,,IdentityRegistry,freezeAccount,RISK_UPDATE
0793f324-54f8-4505-a8d7-32246191288e,2026-02-23T06:01:20Z,kyc-service,orders,prod,ap-south-1,t_3,c11652c2-dcf3-4c64-a586-2fd849fc6845,spn_t8a70j4wqipm,9ca60544-9e5d-4bd4-bc39-f595eb98ec7f,u_b8bno4,,sess_jyjt7wjsp8kkxev8,dev_af817w355b,127.150.129.195,RU,20940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/users/search,q=status%3AOK,,1234,198,200,666,ids,,ALLOW,info,0.35,0,,,,unknown,low,,,,-38.929701,56.13331,0,0,Polygon-Edge,audit,1,0xbb47b3685e47d0538f6e2f554e300895a8d5c8fae6a2394d1def4aab616816f2,540003,0xd491db45589a0bf648c663d5f935fef04e48496db670a701368ae2366ce9bb15,FraudTracker,appendAudit,TXN_NOTE
24d73086-34ef-4cee-84f3-63bc7963c01a,2026-02-23T06:01:30Z,identity-gateway,auth,prod,ap-south-1,t_2,f6c18aae-c26b-4d26-8594-2b032e4907d6,spn_km7s8ws3h6oc,f97d8ff0-ecc3-4df3-a468-09227cb24a04,u_vfssbc,acc_3w3ca1lz,sess_5qpj59cyyvooza5d,dev_ho1bbiifvg,106.3.202.1,NL,20940,python-requests/2.31.0,POST,/api/v1/txns,,"{""username"": {""$ne"": null}, ""password"": {""$ne"": null}}",897,155,201,2440,anomaly_model,953200,BLOCK,medium,0.7,1,auth_bypass,email,exfiltration,opportunistic,low,,T1556,NoSQL Injection: Logical Operator Abuse,21.190561,-105.851165,0,0,HyperledgerFabric,payments,1,0xe8675640c3238c87c3536a9473daff97f8682ca1dbc0b20bbc33e1ecc3b14d65,540005,0xd7aade25cbe0b7f6e14493a696c2b8af9378ea9e1caee9bfa05c5e6bf9385f75,AuditTrail,freezeAccount,AUDIT_LOG
911bbe7c-39cb-4d4c-a5f7-83fd17ae3ab2,2026-02-23T06:01:37Z,txn-router,users,staging,us-east-1,t_2,871a9914-cfb0-4446-b046-ac1cb9c3fa99,spn_y42rg83ugf2i,718bb76f-df2a-46d4-a48c-a21588080714,u_3t1gxv,acc_kdl8fquk,sess_ta7xw7xjiea14kgw,dev_a91dz9udrp,89.106.24.52,SG,29802,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/admin/report,q=status%3AOK,,1217,218,200,2709,app_log,,ALLOW,low,0.35,0,,,,legit_user,low,,,,-39.839391,88.356288,0,0,Ethereum-Private,audit,1,0x2ed401cef6036bf9a232a6fd73509d8210be10f2b60ca978868a2691cb5a965a,540005,0x2d8ad3bb298f53743f3b3da3ab378bbe9dac288dfaf87a8f37159600bf712e1f,AccessControl,recordEvent,SUSPECT_FLAG
bb59f7ac-9876-410d-abd1-e5ee2cebc077,2026-02-23T06:01:46Z,identity-gateway,analytics,prod,ap-south-1,t_1,5942c39c-169c-4ee0-9160-4a89ff61ec3d,spn_m1y3en08zbvd,6776a6a7-eaaa-48f1-854d-e26ad4783f63,u_gtkynf,acc_9rrb4cwx,sess_umaq9bfyjjsjut89,dev_h6vbgmqunm,237.234.173.63,IN,20940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/login,,"{""user_id"":""u_1042""}",836,168,500,1762,waf,,ALLOW,info,0.35,0,,,,unknown,low,,,,55.55487,-57.059878,0,0,Ethereum-Private,identity,0,,,,IdentityRegistry,recordEvent,SUSPECT_FLAG
328a37fa-67ac-4fb6-a18e-f35e3425f848,2026-02-23T06:01:59Z,merchant-api,users,staging,us-east-1,t_3,1c93f1e0-820d-4451-8645-600eeb854dd2,spn_n4i5zmzy52s6,bb59ec4a-8670-4b20-a128-f50bfb98de9e,,,sess_c35megt5x7hl0xoy,,53.2.228.223,GB,29802,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/api/v1/txns,q=status%3AOK,,1095,376,200,2988,waf,,ALLOW,low,0.46,0,,,,unknown,low,,,,10.232875,-107.50393,0,0,Corda,settlement,1,0x70e9f09b5122c1d6898a95b4bcc4cf748f207ac5f3c1020882f522be20c3f7a5,540006,0xc75e1b1a6d096efa344633ca4f392dd4cd457e2a979e3e5cd2df401f0e2b12a1,AuditTrail,appendAudit,AUDIT_LOG
ed7fac35-c0ac-4b58-84c6-60ac28dcb5af,2026-02-23T06:02:21Z,wallet-service,ledger-reader,prod,us-east-1,t_3,e0222519-4724-4065-acd8-af96683bfe79,spn_waevuz0b6cd8,1c0c1f1f-b4f7-490a-a87b-d84988797675,,,sess_ouypyqurxqmtn325,dev_s9y093xdwb,176.139.38.163,DE,9009,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/api/v1/txns/query,q=status%3AOK,,1423,282,403,1319,anomaly_model,,ALLOW,low,0.35,0,,,,legit_user,low,,,,49.049646,-9.620459,0,0,Corda,identity,0,,,,AccessControl,appendAudit,SUSPECT_FLAG
edae1d0a-4eb2-4aad-887c-37b60ed83e5c,2026-02-23T06:02:24Z,merchant-api,ledger-writer,prod,ap-south-1,t_3,bce2f045-556c-4b04-81a4-66f8a2a5cd70,spn_zsrhf7tss3ig,45a08541-24e5-4f5e-ae8e-74cd5da928db,u_jkqew0,,,dev_2wnbpnzkox,98.93.214.222,SG,396982,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/txns,q=status%3AOK,,722,222,200,2285,ids,,ALLOW,low,0.35,0,,,,legit_user,low,,,,-12.808832,-30.703615,0,0,Quorum,audit,0,,,,FraudTracker,updateRisk,ACCOUNT_FREEZE
86fb9fe5-80d9-4cb2-9c7c-3f6055ff3f6f,2026-02-23T06:02:41Z,wallet-service,ledger-reader,prod,ap-south-1,t_4,aa03d37d-f1f8-4d47-84a9-9b74acb1cba6,spn_7x2du7zp9gco,1e63678d-45d0-4597-a0e3-a3278626c436,u_lnqd4u,,sess_f7mqzx0ac83bhphh,dev_inptkehx7x,60.190.52.103,CA,9009,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/merchant/orders,,"{""user_id"":""u_1042""}",1247,234,204,2709,ids,,ALLOW,low,0.35,0,,,,crawler,low,,,,-31.24243,-145.802001,0,0,HyperledgerFabric,payments,1,0xed70bb23bbc82cb873103db76de227cdcbb4483fa3f524ab3225605a3a8170ce,540006,0xe3449c37cce94910324257551dcb7b1260096b6d1bb5a10ad441324853904f48,IdentityRegistry,freezeAccount,TXN_NOTE
40289f90-c5dc-4a39-9d61-e47c3752cc58,2026-02-23T06:02:44Z,kyc-service,search,prod,ap-south-1,t_3,217ea706-6609-43d6-9c09-3d84b95c25d0,spn_db2zh0dg49pw,fd49cb41-dfda-4e1b-8764-a82b36dd97cd,u_3cmdh1,acc_2rr261wh,sess_kbq2yfnx7s0vxwc2,dev_nox8u2r1rj,170.149.56.60,US,16509,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,POST,/api/v1/login,,"{""user_id"":""u_1042""}",1397,152,404,2365,ids,,ALLOW,info,0.35,0,,,,unknown,low,,,,39.092321,-33.753254,0,0,Corda,payments,0,,,,AuditTrail,updateRisk,SUSPECT_FLAG
b1a13d70-6dd5-479d-ab5b-d52c668e3b8f,2026-02-23T06:03:01Z,fraud-ml,admin,prod,ap-southeast-1,t_4,dace1897-803f-458c-9a7b-2d6f5d0fa82e,spn_dx4mv42arad3,491c0e17-32cb-44aa-8478-2293f019f56a,u_j8ni6v,acc_a4diux0y,,,86.140.55.22,GB,45102,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/api/v1/login,q=status%3AOK,,1017,72,200,457,app_log,,ALLOW,low,0.35,0,,,,unknown,low,,,,0.256226,126.696427,0,0,Ethereum-Private,audit,1,0xaa68ae75f0da87cebb052fe29906ba4c486faca6fbb429dc528e2b24046ff24f,540007,0x3571466f43e7dac52c78ac45e84a4c0d95f4318ca6c14afabc6fb56c52d88ae2,FraudTracker,updateRisk,AUDIT_LOG
391958c1-a92b-42d6-ab87-a86f4a4c46a7,2026-02-23T06:03:02Z,txn-router,api-gateway,prod,ap-southeast-1,t_2,1180afa2-8fee-4bd8-806b-977dcb3df438,spn_yuouj424fy1s,70088397-7610-4b8a-9452-aa1d7604a4f5,,acc_78tiu3k9,sess_vi5928l9creqyzqm,dev_b2bspcw0vo,34.166.181.225,FR,396982,curl/8.5.0,GET,/api/v1/users,merchant_id=%7B%22%24gt%22%3A+%22%22%7D,,796,83,200,2182,siem,953100,BLOCK,medium,0.8,1,operator_injection,merchant_id,execution,repeat_offender,high,,T1190,NoSQL Injection: Suspicious MongoDB Operator,-52.472469,-105.969182,0,0,Quorum,audit,0,,,,FraudTracker,freezeAccount,AUDIT_LOG
2ab87324-4163-4b2f-9eae-a4b5f2856f81,2026-02-23T06:03:05Z,txn-router,admin,staging,ap-southeast-1,t_2,52f6ec4a-62dc-44b6-b111-c573f40b5003,spn_a5zwjmfw9lbg,a99007db-bc3c-40ba-9c93-97598fdfd2a2,u_6z89p0,acc_f6pee0ta,sess_qvwzpc0bqoyzixyq,dev_5rxhi6ndve,27.88.28.220,AE,8075,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,PATCH,/api/v1/admin/report,,"{""q"":""recent transactions""}",986,22,200,2567,siem,,ALLOW,info,0.35,0,,,,legit_user,low,,,,48.959214,-107.952186,0,0,Polygon-Edge,identity,0,,,,FraudTracker,flagSuspect,AUDIT_LOG
6a2a0db9-c535-421f-bd79-1482819dd96f,2026-02-23T06:03:22Z,fraud-ml,auth,prod,ap-south-1,t_2,88f89cc4-c41a-4f25-895a-b94573ee6a4a,spn_aqo781buuobq,4bf8ad2f-2150-451d-ac43-3fb94b2a6d4c,u_koa0a3,acc_hz0y9wds,sess_vx60264zby4p5g7p,dev_v91aceyvsq,37.207.136.42,GB,24940,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,GET,/api/v1/wallet/balance,q=status%3AOK,,1214,48,200,3710,app_log,,ALLOW,info,0.35,0,,,,legit_user,low,,,,-27.096467,-90.090935,0,0,Polygon-Edge,identity,0,,,,AuditTrail,freezeAccount,SUSPECT_FLAG
5e9ec5fd-d097-476a-8c1d-2f5336e2694a,2026-02-23T06:03:24Z,merchant-api,analytics,prod,eu-west-1,t_1,0e2b9f35-52be-43ea-9317-2aa11e37377a,spn_oai57l1162td,9230c345-a364-410a-916e-ad44aafdca92,u_xh15zp,,sess_zg955qlhn2dhmmw4,dev_cu0xs57q6j,17.138.32.248,SG,14061,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/merchant/orders,,"{""$where"":""sleep(5000)""}",1761,55,429,3371,app_log,953120,BLOCK,medium,0.86,1,where_injection,selector,persistence,scanner,low,,T1499,NoSQL Injection: Auth Bypass Pattern,-52.553472,-73.481412,0,0,Ethereum-Private,payments,0,,,,AccessControl,freezeAccount,RISK_UPDATE
a250402b-4d39-424d-a367-e689bab0e343,2026-02-23T06:03:36Z,merchant-api,orders,prod,ap-southeast-1,t_3,1ca5a17e-4455-4758-bec6-2082bdfd5c22,spn_j77mtgn0nfx5,eca39f55-2a0f-4599-8476-493b2ca005fc,,acc_hw97ncpc,sess_xne9rgaxsaq0tirv,dev_5hcj7q0cql,8.58.167.50,AE,16509,python-requests/2.31.0,PUT,/api/v1/kyc/submit,,"{""from"":""2026-02-20"",""to"":""2026-02-23""}",581,130,200,3030,app_log,,ALLOW,low,0.35,0,,,,crawler,low,,,,-3.65133,-16.51622,0,0,Quorum,identity,1,0x7b7d4fd4531025715dba3e374c4fc026b9c3d2c97864846ef25c261dc4932bfb,540008,0x16dfe1c22164ab9778a5886946dfa6f4db0a35e75cfe75ff1f862b5b675fae18,AccessControl,updateRisk,AUDIT_LOG
8932bbef-29fe-4479-a785-60488f001c3e,2026-02-23T06:03:37Z,txn-router,ledger-reader,prod,us-east-1,t_2,78987499-f437-4aae-a2cc-de4013ddabbe,spn_ltm1l3yy2oew,97a081e2-84c4-4896-9a45-58891d0b85f7,u_fcqx1b,acc_prjbdfdw,sess_5lsfv9214pkalcrc,,152.248.197.51,NL,45102,python-requests/2.31.0,GET,/api/v1/txns,q=status%3AOK,,1383,281,200,1210,siem,,ALLOW,low,0.35,0,,,,crawler,low,,,,43.567024,26.961145,0,0,Polygon-Edge,identity,1,0xe3d7c88503083b732ffe2075babc684c54532a305cbda741a961c87df6b8cb50,540010,0xc1e2df81a0ada582bbb0ea8b5d9636cb5e781ffb632cc63cbe7d8c08dbf95bda,AuditTrail,recordEvent,AUDIT_LOG
9ff23cc6-59fd-4ad5-b20c-034cc509d6c0,2026-02-23T06:04:00Z,fraud-ml,search,prod,us-east-1,t_3,fcce9f6c-ebbd-4806-8be1-526dfa1a5ab5,spn_a1v68l43jnnm,925b3c48-25ef-4bff-b867-ef316f6f009c,u_3xb6gf,,,dev_a2icc0hqo2,233.174.106.194,IN,29802,python-requests/2.31.0,POST,/api/v1/kyc/submit,,"{""email"":""alice@example.com""}",862,232,403,575,anomaly_model,,ALLOW,low,0.35,0,,,,crawler,low,,,,10.498488,118.516929,0,0,Ethereum-Private,audit,0,,,,AccessControl,recordEvent,TXN_NOTE
0c3ee0c3-dec4-478e-972a-40bb027e60dc,2026-02-23T06:04:14Z,kyc-service,ledger-writer,prod,ap-southeast-1,t_2,6a7e9cee-e03e-4396-80e7-fbb97918743e,spn_sro5xhnn8ze6,94e00e4c-921c-4976-937e-418150414da3,u_d2vcn7,acc_eubbs64z,sess_7ufw2pvjjpsqdamz,,184.34.110.24,IN,8075,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,PUT,/api/v1/txns/query,,"{""$where"": ""this.password.length > 0""}",1094,137,400,4098,siem,953110,RATE_LIMIT,low,0.42,1,where_injection,filter,recon,insider_suspect,medium,,T1190,NoSQL Injection: $where / JavaScript Execution,-53.693205,159.885785,1,0,Corda,identity,0,,,,TxnSettlement,updateRisk,TXN_NOTE
ba4844d2-b5a8-4e9d-8140-2eeda0baf53b,2026-02-23T06:04:45Z,wallet-service,users,prod,ap-southeast-1,t_4,f0bf97e6-c3c4-434f-b801-4aacef75664a,spn_pdc2yfqw9m1i,3ee57ec3-1355-4e96-bba9-123f14bf1205,u_9r8qhv,,,dev_x08fn42vym,159.112.78.80,SG,8075,curl/8.5.0,GET,/api/v1/users/search,q=status%3AOK,,937,9,403,3563,ids,,ALLOW,low,0.35,0,,,,unknown,low,,,,-18.019284,11.509079,0,0,Polygon-Edge,audit,0,,,,TxnSettlement,freezeAccount,AUDIT_LOG
41648b5e-fa55-4690-8f13-764600cd1cd7,2026-02-23T06:04:48Z,identity-gateway,api-gateway,prod,eu-west-1,t_2,b5a91a46-8999-45b5-9c88-83d3d6f4fd81,spn_7xrlnv2jnnn6,a0785334-147c-4c89-9744-212d5da975eb,u_1f4br0,,sess_m0ctybp2uq5vmo74,dev_9poji99zgg,211.127.42.241,FR,396982,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/login,q=status%3AOK,,374,72,400,2365,ids,,ALLOW,info,0.41,0,,,,unknown,low,,,,-19.948973,-7.35863,0,0,Polygon-Edge,identity,0,,,,AccessControl,updateRisk,ACCOUNT_FREEZE
636a7088-b387-45c2-ba7c-2548d2a3e422,2026-02-23T06:04:53Z,audit-service,ledger-reader,prod,eu-west-1,t_2,93888433-c54c-40c6-90be-0541955691bb,spn_u9f6g9hxwaul,bf08a7bf-5dd0-4242-a1b1-27a3dacbb363,u_je5p0j,acc_xdrzhxkn,sess_wni3brd46bqqz0m7,dev_8re0fyb9t0,147.220.140.126,GB,20940,node-fetch/3.3.2,DELETE,/api/v1/admin/report,q=status%3AOK,,1465,94,500,2419,waf,,ALLOW,low,0.35,0,,,,unknown,low,,,,-29.977762,148.53951,0,0,Quorum,identity,0,,,,IdentityRegistry,updateRisk,RISK_UPDATE
8997ac65-16e6-47ea-ae96-f05840568827,2026-02-23T06:05:19Z,audit-service,api-gateway,prod,us-east-1,t_2,19747c7e-ab5b-4695-ba3b-42efcc554962,spn_h6w81wt4pd63,095cdf74-ee5f-4782-9c12-6b3132065151,u_jnt1vf,acc_u8yn8wt5,sess_1idkdguyj9dk6ysm,dev_ggkzzvphcs,119.124.211.136,CA,16509,axios/1.6.8,GET,/api/v1/users,password=%7B%22%24where%22%3A+%22this.password.length+%3E+0%22%7D,,731,224,200,2566,waf,953110,RATE_LIMIT,high,0.87,1,where_injection,password,execution,scanner,critical,,T1190,NoSQL Injection: $where / JavaScript Execution,39.649406,173.237656,1,1,Polygon-Edge,settlement,0,,,,FraudTracker,recordEvent,TXN_NOTE
4919ecb7-1b50-42c4-9597-956b34efc2b0,2026-02-23T06:05:26Z,audit-service,analytics,prod,eu-west-1,t_2,9550ace1-d300-4b90-9dd7-b5f68b7e85d0,spn_d0jfnx899wxf,3059fa1e-851e-4863-bed1-2b261496a3bf,,acc_iy4qs7vg,sess_fwcsmd0zsgypxd6a,dev_fkl6zpfbe4,66.140.37.42,SG,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/users,selector=%7B%22%24expr%22%3A%7B%22%24gt%22%3A%5B%7B%22%24strLenCP%22%3A%22%24password%22%7D%2C0%5D%7D%7D,,1001,195,403,2527,waf,953120,BLOCK,low,0.54,1,expr_injection,selector,initial_access,opportunistic,low,,T1190,NoSQL Injection: Auth Bypass Pattern,-49.820063,-159.533116,0,0,Polygon-Edge,settlement,0,,,,AuditTrail,recordEvent,RISK_UPDATE
