event_id,timestamp_utc,source_ip,source_country,asn,user_agent,request_method,url_path,query_string,referrer,auth_user,session_id,device_id,geo_lat,geo_lon,request_bytes,response_code,response_bytes,detected_by,waf_rule_id,action,severity,is_sql_injection,injection_type,target_param,dbms_hint,confidence,threat_actor_tag,case_id,correlation_id,mitre_attack_technique,notes
bffe0ee7-517e-4374-9f08-6903ca8bf71a,2026-02-19T12:03:06Z,241.193.109.223,NL,13335,sqlmap/1.7.10#stable,POST,/admin,page=2&sort=latest,,,sess_xid4n1u3493wxa73,dev_gzlma5uofwb0,-34.184054,-28.860302,953,200,2687,app_log,,ALLOW,low,0,,,,0.35,legit_user,,1b4fe036-d918-4ccc-9482-c6353d8e8f5a,,
f8485b29-3899-4f32-bb1c-34d4d836194e,2026-02-19T12:03:07Z,40.41.194.159,IN,29802,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/report,id=1042,https://duckduckgo.com,,sess_hsmdyvslh9bh811k,dev_rpetiuymo0pq,-50.656487,-67.298173,730,204,1517,app_log,,ALLOW,info,0,,,,0.35,legit_user,,e65ba850-85ad-44cb-a160-451657e46766,,
7bf034c9-df44-403f-b2a8-8855d44a67f1,2026-02-19T12:03:58Z,248.84.44.206,AU,14061,curl/8.5.0,POST,/search,id=1042,https://duckduckgo.com,,sess_vsolmlgses6m033i,dev_hv1xg1r11q7u,16.235798,44.827841,940,404,2318,waf,,ALLOW,info,0,,,,0.35,crawler,,5357173e-b8a6-4b4f-b7af-b38aeef770a3,,
02cb9a4b-78f1-4ed1-8606-2dd717bca86f,2026-02-19T12:04:02Z,78.204.71.152,IN,45102,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,POST,/reset-password,filter=%27+AND+1%3D%28SELECT+1+FROM+pg_sleep%285%29%29--,https://duckduckgo.com,guest,sess_9dvnu80b6ugvs8q3,,57.88627,-149.641512,871,400,5109,waf,942300,BLOCK,medium,1,time_based,filter,postgres,0.61,opportunistic,,fb45430e-406a-405f-844e-dafe9de67273,T1190,SQL Injection Attack: PostgreSQL Syntax
11552432-840f-4d1b-8f2a-8489661cc129,2026-02-19T12:04:11Z,105.199.87.174,AU,13335,curl/8.5.0,POST,/search,page=2&sort=latest,https://bing.com,user_d37,,,48.761124,134.380678,1249,200,3227,waf,,ALLOW,info,0,,,,0.37,legit_user,,e6656960-66e8-44e0-b1d0-649ebf3441eb,,
35693ec9-2650-4890-9683-d3060f4ffb3f,2026-02-19T12:04:19Z,153.182.241.22,FR,9009,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/users,page=2&sort=latest,https://example.com/app,,,,49.493758,-146.356933,1055,401,4809,waf,,ALLOW,low,0,,,,0.35,unknown,,2181d8f5-0abb-4f04-a15f-0e033a414163,,
dbe771fe-84d6-442d-90e2-7301487fa69c,2026-02-19T12:04:45Z,243.197.125.50,DE,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/search,q=%27+OR+IF%281%3D1%2CSLEEP%285%29%2C0%29--,https://example.com/home,,,,-55.470301,-58.764826,307,403,2475,waf,942120,CHALLENGE,medium,1,time_based,q,postgres,0.46,unknown,,0038e59c-5fc2-4aea-8173-8df71175b6af,T1190,SQL Injection Attack: SQL Tautology Detected
3f05c7e8-9ab0-431f-a141-8b72149de831,2026-02-19T12:04:50Z,94.174.185.61,RU,24940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/orders,id=1042,https://example.com/home,,,,48.476921,-110.154177,575,401,2045,ids,,ALLOW,info,0,,,,0.42,crawler,,00151f00-06c7-4e0e-bd1b-1484401bb771,,
759eac37-0923-46b1-86a8-07ddd02d5796,2026-02-19T12:04:53Z,136.108.248.42,DE,24940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/login,page=2&sort=latest,https://example.com/app,,sess_7zsedfqs3d6357oo,dev_ncildzmfb7r3,31.060939,-11.120354,287,400,2603,waf,,ALLOW,low,0,,,,0.35,crawler,,6d76d3bd-531d-4909-a5fe-5879b4b4bff9,,
423fce28-a3f4-4ef3-b8e2-8ee4d38e8c2c,2026-02-19T12:05:22Z,241.187.156.136,CN,15169,curl/8.5.0,GET,/product,email=%27+AND+1%3DCONVERT%28int%2C%28SELECT+%40%40version%29%29--,,admin,sess_d6vasifpwioxd9cs,dev_9toqw9ja2m0w,32.580165,84.667315,1032,200,2726,waf,942500,BLOCK,medium,1,error_based,email,unknown,0.66,repeat_offender,,11cc88b4-21e9-47b7-a247-56695b157962,T1190,SQL Injection Attack: Time-Based
287edf1c-eb79-4f08-bc8b-1ab6eb12accb,2026-02-19T12:06:18Z,17.184.199.242,RU,13335,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/orders,email=%27+AND+1%3D%28SELECT+1+FROM+pg_sleep%285%29%29--,,,sess_o3rbxk5bxj2pop8m,dev_yn2jcpp9gkdl,-24.523206,-19.470325,952,403,1614,waf,942300,BLOCK,high,1,time_based,email,mysql,0.78,opportunistic,,f9379abc-036d-4d42-a160-fbdf95e8d953,T1190,SQL Injection Attack: PostgreSQL Syntax
f77ea927-d11e-484b-9a9a-6f193bb62e8e,2026-02-19T12:06:21Z,243.15.20.172,CA,396982,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/login,page=2&sort=latest,https://google.com,,sess_peixn8bfqnpcenlk,,-56.890399,-113.022702,508,302,3265,waf,,ALLOW,info,0,,,,0.43,legit_user,,ebe5bcc6-8238-47eb-a8ae-4a28072747fa,,
7d3180de-694b-4b47-a225-091875d14030,2026-02-19T12:06:38Z,157.74.178.235,RU,16509,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/reset-password,q=wireless+mouse,https://google.com,,sess_dy4lmct64z7w2seh,dev_2atn2twdl9zs,32.299746,116.402184,1137,200,4486,app_log,,ALLOW,info,0,,,,0.35,legit_user,,729f63c0-8292-418f-945e-64cf255df1b5,,
0ddb81b3-e046-4ed1-b418-fd4edfe3f037,2026-02-19T12:06:41Z,225.213.200.142,CA,24940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/report,email=suman@example.com,https://example.com/home,,sess_efflzm764jwtekts,dev_7fxzv4u3bbxu,18.135597,96.10524,823,204,2775,ids,,ALLOW,info,0,,,,0.35,unknown,,71e6e23f-d53b-4161-9445-4e9bd7babbe2,,
c41994cb-b3c5-437f-acaa-7a2de9a97d71,2026-02-19T12:07:02Z,63.207.207.176,CN,20940,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/api/v1/users,email=suman@example.com,https://duckduckgo.com,,sess_mf5l9mo1sdieqfb8,,-9.823831,166.566907,757,429,5392,app_log,,ALLOW,low,0,,,,0.35,unknown,,e3482eb4-c199-4e41-adb4-356d0f9e48d6,,
ffd1990a-62e3-41e7-a5dd-c277a0eda82d,2026-02-19T12:07:07Z,132.120.128.226,FR,14061,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/transactions,q=wireless+mouse,https://duckduckgo.com,,sess_mbr5xqt4p501nouh,dev_cs1k9ye9o2m7,30.595821,-108.339163,475,302,2930,waf,,ALLOW,info,0,,,,0.35,unknown,,e2e76745-92f7-451f-8ebd-e6d65cac447f,,
d64bf56e-fa3a-4d3d-a9c1-c01655edcfa8,2026-02-19T12:07:14Z,133.117.39.156,BR,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/users,category=electronics&price_max=5000,https://duckduckgo.com,,,dev_m3tzk3ny9v20,22.565238,-170.407024,1015,301,2319,app_log,,ALLOW,low,0,,,,0.35,crawler,,c4e2326f-ad89-4cf8-957d-7bb1b941d4d7,,
308c118f-9caf-4c6f-9bf2-8ae851252b7b,2026-02-19T12:07:43Z,123.44.135.162,NL,24940,curl/8.5.0,POST,/api/v1/users,q=blockchain+course,https://example.com/app,,sess_zgppohswq40zsu9r,dev_8qtty5y2jr8k,-24.180101,158.934797,924,500,1029,app_log,,ALLOW,info,0,,,,0.35,unknown,,cb4e1b91-4554-4869-a4d7-b068228ae918,,
b6264882-22d8-4a7f-9e35-14c5fbce6171,2026-02-19T12:07:48Z,123.90.144.240,AE,20940,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/report,q=blockchain+course,https://bing.com,,,dev_kzmpjrht7zew,10.41966,-92.715106,870,401,1142,app_log,,ALLOW,info,0,,,,0.35,unknown,,605a5845-6281-4f61-9e23-24d6089f5391,,
561aebab-b30c-43a9-8eec-055765ac85d1,2026-02-19T12:07:51Z,184.121.26.175,AE,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/report,id=1042,https://example.com/app,,,dev_h8lx6dut076g,45.869397,-116.716065,367,429,1368,ids,,ALLOW,info,0,,,,0.35,legit_user,,47d2c8de-71be-4b0f-8c1c-9e56eb30d275,,
7f2e7c80-ba15-4c75-9627-ed545d01415f,2026-02-19T12:07:59Z,3.77.146.155,US,45102,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/api/v1/users,email=suman@example.com,https://example.com/home,,sess_efqjg02u1g463sdy,dev_fliji18k0axy,-52.54508,-137.439055,1030,200,6638,app_log,,ALLOW,low,0,,,,0.35,crawler,,08fbfc24-bc90-4508-a38b-7caf54b5503e,,
a1978d60-6e94-4fc4-a986-e806f1643887,2026-02-19T12:08:15Z,235.241.76.95,AU,16509,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/reset-password,category=electronics&price_max=5000,https://google.com,,,dev_z61231yv2stn,50.069365,-139.604835,739,404,3234,waf,,ALLOW,low,0,,,,0.35,unknown,,6a172d75-716a-4697-b6a2-8f416c9aa559,,
db992a3f-e305-4a4d-bc50-b10f48c739a4,2026-02-19T12:08:16Z,219.134.114.30,CA,16509,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,POST,/search,email=%27+OR+IF%281%3D1%2CSLEEP%285%29%2C0%29--,https://example.com/home,,sess_eouuylajahcpztc6,,-3.351456,-76.647346,1660,200,346,waf,942400,BLOCK,high,1,time_based,email,unknown,0.94,botnet-ish,CASE-1000,e541be20-907b-4b59-8ebe-d8dbc23d57d1,T1190,SQL Injection Attack: MSSQL Syntax
d9e128d5-35bc-4ad3-839c-b7ea399f85d0,2026-02-19T12:08:23Z,46.138.101.136,GB,16509,python-requests/2.31.0,GET,/product,q=blockchain+course,https://duckduckgo.com,,sess_t3imj70e3p15ahdb,dev_zb0oih5csk30,-21.731556,35.250363,684,401,3597,ids,,LOG,low,0,,,,0.35,unknown,,1a834d9d-7284-4fed-a207-fd2f99af6c5e,,
ab7ab24c-a86e-4497-80c6-9566c8008512,2026-02-19T12:08:42Z,77.71.16.143,AU,8075,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,POST,/api/v1/transactions,order_id=%27+AND+SLEEP%285%29--,https://duckduckgo.com,admin,sess_szokgtii4fqcootn,dev_lcqnt3bnvbc2,10.510043,61.722188,594,200,2638,waf,942130,LOG,medium,1,time_based,order_id,mysql,0.8,insider_suspect,,f31eef9d-96c6-4a60-b6e9-0731c0fffeab,T1190,SQL Injection Attack: UNION SELECT
33816e96-43c0-4352-b016-e8481c7a33ef,2026-02-19T12:08:48Z,194.123.235.63,NL,24940,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,POST,/orders,q=blockchain+course,https://example.com/home,,sess_qxlm5q201lhlb50a,dev_vzkhiuit7m1r,26.826954,86.253873,141,301,2605,ids,,ALLOW,info,0,,,,0.35,legit_user,,15b999c5-a925-4eb2-b316-f313dd09f83e,,
f604a138-12c8-4548-b5f0-6a1d07c0cc6d,2026-02-19T12:08:57Z,235.228.139.254,CA,13335,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/login,q=%27+OR+IF%281%3D1%2CSLEEP%285%29%2C0%29--,,,,dev_zasnwywrrata,3.530118,-81.093335,1026,500,3352,waf,942110,BLOCK,medium,1,time_based,q,mysql,0.59,unknown,,96dcb6b5-f1c9-44bc-9c73-8cfa89c5a0a0,T1190,SQL Injection Attack: Common Injection Testing
76eaa45e-138d-41ec-92ca-444cdbe1e210,2026-02-19T12:09:21Z,159.135.65.209,SG,20940,curl/8.5.0,GET,/admin,filter=%27+AND+%28SELECT+1+FROM+%28SELECT+COUNT%28%2A%29%2CCONCAT%280x3a%2C%28SELECT+database%28%29%29%2C0x3a%2CFLOOR%28RAND%280%29%2A2%29%29x+FROM+information_schema.tables+GROUP+BY+x%29a%29--,https://duckduckgo.com,,sess_zk3c9xbonrwzc4xl,,56.860769,142.124836,1467,429,2845,waf,942110,CHALLENGE,medium,1,error_based,filter,mysql,0.36,opportunistic,,64519714-555b-4665-a5dc-7730b28795cc,T1190,SQL Injection Attack: Common Injection Testing
4f5d72a7-10ad-4396-b215-420c9d0e15cc,2026-02-19T12:09:39Z,140.145.169.9,GB,45102,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,GET,/api/v1/users,category=electronics&price_max=5000,https://example.com/app,,,dev_uu4ytn02yc0m,-48.277706,-96.428158,1592,200,3535,app_log,,ALLOW,info,0,,,,0.35,legit_user,,2a8b33ca-ef57-439b-b605-ea61719866de,,
94593c32-614b-4802-9620-c7d1e3f1558c,2026-02-19T12:09:49Z,163.70.201.116,RU,16509,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/report,email=suman@example.com,https://google.com,,sess_dw2zcfzw0ldalmje,dev_qtoamdvlnknd,48.136325,145.874727,1005,500,3252,waf,,ALLOW,low,0,,,,0.35,unknown,,b1553025-4884-4b53-b4e5-d4808d176a20,,
58eb3891-6796-4545-880b-270953d31888,2026-02-19T12:10:00Z,78.69.127.38,US,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/product,q=%27+AND+1%3DCONVERT%28int%2C%28SELECT+%40%40version%29%29--,https://duckduckgo.com,,sess_7zrwqeao4n5pp3xv,dev_vzrgol0w82lk,34.303984,-48.594407,761,429,1027,waf,942500,LOG,high,1,error_based,q,mysql,0.95,opportunistic,,973ab70c-c87e-47be-af87-ed81ae37c44f,T1190,SQL Injection Attack: Time-Based
dea47461-a2af-4d95-9b50-6d484513fdee,2026-02-19T12:10:02Z,75.213.178.18,AE,396982,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Version/17.2 Safari/605.1.15,GET,/product,search=%27+AND+SLEEP%285%29--,https://google.com,,sess_pnqvut75pb8z3v6d,dev_xfwuxx8l2ddh,29.622363,20.87763,1354,401,820,waf,942300,LOG,high,1,time_based,search,postgres,0.79,unknown,,9e320cfb-984e-4941-a168-1788e3397045,T1190,SQL Injection Attack: PostgreSQL Syntax
4fc7bfe7-410c-4c7d-86a1-b837800c7fe6,2026-02-19T12:10:07Z,107.236.247.22,US,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/reset-password,q=blockchain+course,https://google.com,,sess_dzqcbzamd270stlp,dev_2wgxo05qpahk,24.451169,106.562898,919,400,1739,app_log,,ALLOW,low,0,,,,0.35,unknown,,3d263bf3-6eb4-4667-aee9-027aa8dfa4f8,,
b6696300-f068-416d-a20e-82c948cd2267,2026-02-19T12:10:14Z,30.68.172.221,RU,9009,sqlmap/1.7.10#stable,POST,/report,id=1042,https://example.com/home,,sess_mqgy27vylienfnvu,dev_rt77ggkg4w58,-1.84693,-109.753743,1405,201,1038,app_log,,ALLOW,info,0,,,,0.35,unknown,,04cb5b91-8194-450f-8497-3bc224006082,,
7fa82a1a-e0e9-4790-af84-61c7e1a1f8aa,2026-02-19T12:10:20Z,182.216.114.126,GB,15169,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/product,q=wireless+mouse,,,sess_gq01tee13n3bzt9d,,30.161459,-72.824783,632,500,3373,ids,,ALLOW,low,0,,,,0.35,legit_user,,b05827a3-de7a-42ce-99ba-51da63f0e8c1,,
99d0eabd-ba13-4ea0-99fa-7f47891bf8a0,2026-02-19T12:10:21Z,54.208.189.151,NL,45102,python-requests/2.31.0,POST,/api/v1/users,id=%27+AND+SLEEP%285%29--,https://example.com/home,,sess_hcmktlzkj49yd827,,44.045711,-134.320259,1147,404,3447,waf,942120,BLOCK,medium,1,time_based,id,unknown,0.71,opportunistic,,4edda534-c909-4224-87dd-0cc43ca06515,T1190,SQL Injection Attack: SQL Tautology Detected
254967c1-2c0d-412f-8860-e38da9b50b01,2026-02-19T12:10:32Z,107.97.116.20,CA,15169,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/admin,page=2&sort=latest,https://duckduckgo.com,,sess_a100qxmcthphj3mu,dev_rmybd2qe4pa8,-35.721815,67.893077,1070,200,3006,waf,,ALLOW,info,0,,,,0.35,unknown,,4e3cea15-f025-4e6f-8846-d596d5f3a15b,,
b37a6fa0-291d-4831-87e6-6aa9a6583795,2026-02-19T12:10:34Z,22.96.171.232,CA,8075,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/145.0.0.0 Safari/537.36,POST,/orders,id=1042,https://duckduckgo.com,,,dev_reiyaz39pecn,27.691606,-143.126219,891,200,1663,waf,,ALLOW,low,0,,,,0.36,crawler,,88dbfcc4-d8f8-430f-953a-3a0b337b7d69,,
ce6c090f-95fd-47bd-b3c6-ae144133f7a9,2026-02-19T12:10:42Z,174.37.18.136,AU,13335,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/121.0.0.0 Safari/537.36,GET,/reset-password,q=blockchain+course,https://bing.com,,sess_foy4dd1vn8lfjdtv,,33.476358,68.571387,1234,404,1951,ids,,ALLOW,low,0,,,,0.35,crawler,,102f0dcd-e529-490e-81cd-160d2b7a6d31,,
